0.005,306.2
0.01,203.2
0.015,190.1
0.02,211.8
0.025,183.5
0.03,188.2
0.035,184.6
0.04,192.6
0.045,261.7
0.05,221.5
0.055,259.8
0.06,327.9
0.065,264.6
0.07,182.2
0.075,184.9
0.08,204.6
0.085,212.4
0.09,226.5
0.095,205.0
0.1,163.2
0.105,159.7
0.11,175.0
0.115,165.2
0.12,165.9
0.125,187.1
0.13,154.9
0.135,154.5
0.14,158.3
0.145,167.7
0.15,196.6
0.155,175.5
0.16,177.6
0.165,163.8
0.17,160.9
0.175,160.4
0.18,161.3
0.185,164.0
0.19,159.7
0.195,157.1
0.2,221.3
